distinctive	(adj) 有特色的;特殊的	(n) 壞人;反派角色	(n) 污點;色斑;染色劑	(n) (餐館等的)主廚;大師傅
heir	(n) 繼承人;嗣子	(n) 報信者;使者;先驅	(n) 草本植物;藥草	(n) 隱士
herald	(n) 報信者;使者;先驅	(n) 草本植物;藥草	(n) 隱士	(n) (常用 heroics ) 英雄辭令;豪壯行為
herb	(n) 草本植物;藥草	(n) 隱士	(n) (常用 heroics ) 英雄辭令;豪壯行為	(n) 異性戀的人
hermit	(n) 隱士	(n) (常用 heroics ) 英雄辭令;豪壯行為	(n) 異性戀的人	(n) 高傳真的音響裝置
heroic	(n) (常用 heroics ) 英雄辭令;豪壯行為	(n) 異性戀的人	(n) 高傳真的音響裝置	(n) 劫持事件
heterosexual	(n) 異性戀的人	(n) 高傳真的音響裝置	(n) 劫持事件	(n) 嘶嘶聲;噓聲
hi-fi	(n) 高傳真的音響裝置	(n) 劫持事件	(n) 嘶嘶聲;噓聲	(n) 曲棍球
hijack	(n) 劫持事件	(n) 嘶嘶聲;噓聲	(n) 曲棍球	(n) 同性戀者
hiss	(n) 嘶嘶聲;噓聲	(n) 曲棍球	(n) 同性戀者	(n) 雁鳴或汽車喇叭聲
hockey	(n) 曲棍球	(n) 同性戀者	(n) 雁鳴或汽車喇叭聲	(n) 兜帽;風帽;罩;車蓋
homosexual	(n) 同性戀者	(n) 雁鳴或汽車喇叭聲	(n) 兜帽;風帽;罩;車蓋	(n) 蹄
honk	(n) 雁鳴或汽車喇叭聲	(n) 兜帽;風帽;罩;車蓋	(n) 蹄	(n) 水平線;水平面;水平位置
hood	(n) 兜帽;風帽;罩;車蓋	(n) 蹄	(n) 水平線;水平面;水平位置	(n) 人質;抵押品
hoof	(n) 蹄	(n) 水平線;水平面;水平位置	(n) 人質;抵押品	(n) 獵犬;卑劣的人
horizontal	(n) 水平線;水平面;水平位置	(n) 人質;抵押品	(n) 獵犬;卑劣的人	(n) 房屋,住宅
hostage	(n) 人質;抵押品	(n) 獵犬;卑劣的人	(n) 房屋,住宅	(n) 盤旋;徘徊
hound	(n) 獵犬;卑劣的人	(n) 房屋,住宅	(n) 盤旋;徘徊	(n) 嗥叫;怒吼;大哭;大笑
housing	(n) 房屋,住宅	(n) 盤旋;徘徊	(n) 嗥叫;怒吼;大哭;大笑	(n) 猛力投擲
hover	(n) 盤旋;徘徊	(n) 嗥叫;怒吼;大哭;大笑	(n) 猛力投擲	(n) 讚美詩;聖歌
howl	(n) 嗥叫;怒吼;大哭;大笑	(n) 猛力投擲	(n) 讚美詩;聖歌	(n) 白癡;笨蛋
hurl	(n) 猛力投擲	(n) 讚美詩;聖歌	(n) 白癡;笨蛋	(n) 衝動;推動力
hymn	(n) 讚美詩;聖歌	(n) 白癡;笨蛋	(n) 衝動;推動力	(n) 香
idiot	(n) 白癡;笨蛋	(n) 衝動;推動力	(n) 香	(n) 索引;標誌;指示符號
impulse	(n) 衝動;推動力	(n) 香	(n) 索引;標誌;指示符號	(n) 漠不關心;無關緊要
incense	(n) 香	(n) 索引;標誌;指示符號	(n) 漠不關心;無關緊要	(n) 初學者;新加入者
index	(n) 索引;標誌;指示符號	(n) 漠不關心;無關緊要	(n) 初學者;新加入者	(n) 內地,內陸
indifference	(n) 漠不關心;無關緊要	(n) 初學者;新加入者	(n) 內地,內陸	(n) (專科性的)學校,大學;研究所
initiate	(n) 初學者;新加入者	(n) 內地,內陸	(n) (專科性的)學校,大學;研究所	(n) 意圖;目的
inland	(n) 內地,內陸	(n) (專科性的)學校,大學;研究所	(n) 意圖;目的	(n) 干涉,干預;擾亂
institute	(n) (專科性的)學校,大學;研究所	(n) 意圖;目的	(n) 干涉,干預;擾亂	(n) 內部;內地
intent	(n) 意圖;目的	(n) 干涉,干預;擾亂	(n) 內部;內地	(n) 解釋;闡明
interference	(n) 干涉,干預;擾亂	(n) 內部;內地	(n) 解釋;闡明	(n) 通譯員
interior	(n) 內部;內地	(n) 解釋;闡明	(n) 通譯員	(n) 直覺
interpretation	(n) 解釋;闡明	(n) 通譯員	(n) 直覺	(n) 小島
interpreter	(n) 通譯員	(n) 直覺	(n) 小島	(n) 問題;爭論;發行(物)
intuition	(n) 直覺	(n) 小島	(n) 問題;爭論;發行(物)	(n) 常春藤
isle	(n) 小島	(n) 問題;爭論;發行(物)	(n) 常春藤	"(n) 千斤頂;(紙牌中的)""J""牌,杰克;水手"
issue	(n) 問題;爭論;發行(物)	(n) 常春藤	"(n) 千斤頂;(紙牌中的)""J""牌,杰克;水手"	(n) 清潔工;管理員;看門人
ivy	(n) 常春藤	"(n) 千斤頂;(紙牌中的)""J""牌,杰克;水手"	(n) 清潔工;管理員;看門人	(n) 嘲笑;奚落人的話
jack	"(n) 千斤頂;(紙牌中的)""J""牌,杰克;水手"	(n) 清潔工;管理員;看門人	(n) 嘲笑;奚落人的話	(n) (鈴、硬幣等金屬的)叮噹聲
janitor	(n) 清潔工;管理員;看門人	(n) 嘲笑;奚落人的話	(n) (鈴、硬幣等金屬的)叮噹聲	(n) 快活 (常用 jollies)
jeer	(n) 嘲笑;奚落人的話	(n) (鈴、硬幣等金屬的)叮噹聲	(n) 快活 (常用 jollies)	(n) 新聞業;新聞學
jingle	(n) (鈴、硬幣等金屬的)叮噹聲	(n) 快活 (常用 jollies)	(n) 新聞業;新聞學	(n) 新聞工作者
jolly	(n) 快活 (常用 jollies)	(n) 新聞業;新聞學	(n) 新聞工作者	(n) 水罐;甕;壺;監牢
journalism	(n) 新聞業;新聞學	(n) 新聞工作者	(n) 水罐;甕;壺;監牢	(n) 陪審團
journalist	(n) 新聞工作者	(n) 水罐;甕;壺;監牢	(n) 陪審團	(n) 青少年;幼體;兒童讀物
jug	(n) 水罐;甕;壺;監牢	(n) 陪審團	(n) 青少年;幼體;兒童讀物	(n) 家族;同類
jury	(n) 陪審團	(n) 青少年;幼體;兒童讀物	(n) 家族;同類	(n) 男孩;小伙子
juvenile	(n) 青少年;幼體;兒童讀物	(n) 家族;同類	(n) 男孩;小伙子	(n) 女房東
kin	(n) 家族;同類	(n) 男孩;小伙子	(n) 女房東	(n) 房東
lad	(n) 男孩;小伙子	(n) 女房東	(n) 房東	(n) 雷射
landlady	(n) 女房東	(n) 房東	(n) 雷射	(n) 鞭打;(風浪等的)猛烈打擊;斥責
landlord	(n) 房東	(n) 雷射	(n) 鞭打;(風浪等的)猛烈打擊;斥責	(n) 緯度;
laser	(n) 雷射	(n) 鞭打;(風浪等的)猛烈打擊;斥責	(n) 緯度;	(n) 立法者
lash	(n) 鞭打;(風浪等的)猛烈打擊;斥責	(n) 緯度;	(n) 立法者	(n) 層;階層;地層
latitude	(n) 緯度;	(n) 立法者	(n) 層;階層;地層	(n) 同盟,聯盟
lawmaker	(n) 立法者	(n) 層;階層;地層	(n) 同盟,聯盟	(n) 立法;法規
layer	(n) 層;階層;地層	(n) 同盟,聯盟	(n) 立法;法規	(n) 中尉(或少尉);助理官
league	(n) 同盟,聯盟	(n) 立法;法規	(n) 中尉(或少尉);助理官	(n) 可能;可能性
legislation	(n) 立法;法規	(n) 中尉(或少尉);助理官	(n) 可能;可能性	(n) 石灰;酸橙
lieutenant	(n) 中尉(或少尉);助理官	(n) 可能;可能性	(n) 石灰;酸橙	(n) 跛行
likelihood	(n) 可能;可能性	(n) 石灰;酸橙	(n) 跛行	(n) (總稱)家畜
lime	(n) 石灰;酸橙	(n) 跛行	(n) (總稱)家畜	(n) 蜥蜴
limp	(n) 跛行	(n) (總稱)家畜	(n) 蜥蜴	(n) 火車頭
livestock	(n) (總稱)家畜	(n) 蜥蜴	(n) 火車頭	(n) 蝗蟲
lizard	(n) 蜥蜴	(n) 火車頭	(n) 蝗蟲	(n) 木屋;小旅舍;守衛室
locomotive	(n) 火車頭	(n) 蝗蟲	(n) 木屋;小旅舍;守衛室	(n) 商標
locust	(n) 蝗蟲	(n) 木屋;小旅舍;守衛室	(n) 商標	(n) 經度
lodge	(n) 木屋;小旅舍;守衛室	(n) 商標	(n) 經度	(n) 獎券;彩票;抽籤;運氣
logo	(n) 商標	(n) 經度	(n) 獎券;彩票;抽籤;運氣	(n) 蓮花
longitude	(n) 經度	(n) 獎券;彩票;抽籤;運氣	(n) 蓮花	(n) 木材;木料
lottery	(n) 獎券;彩票;抽籤;運氣	(n) 蓮花	(n) 木材;木料	(n) 團;塊;腫塊;小方塊
lotus	(n) 蓮花	(n) 木材;木料	(n) 團;塊;腫塊;小方塊	(n) 少女;處女
lumber	(n) 木材;木料	(n) 團;塊;腫塊;小方塊	(n) 少女;處女	(n) 大陸
lump	(n) 團;塊;腫塊;小方塊	(n) 少女;處女	(n) 大陸	(n) (河的)主流;主要傾向
maiden	(n) 少女;處女	(n) 大陸	(n) (河的)主流;主要傾向	(n) 維持;維修;保養
mainland	(n) 大陸	(n) (河的)主流;主要傾向	(n) 維持;維修;保養	(n) 雄偉;壯麗;(帝王的)威嚴
mainstream	(n) (河的)主流;主要傾向	(n) 維持;維修;保養	(n) 雄偉;壯麗;(帝王的)威嚴	(n) 哺乳動物
maintenance	(n) 維持;維修;保養	(n) 雄偉;壯麗;(帝王的)威嚴	(n) 哺乳動物	(n) 大廈,大樓
majesty	(n) 雄偉;壯麗;(帝王的)威嚴	(n) 哺乳動物	(n) 大廈,大樓	(n) 槭樹;楓樹
mammal	(n) 哺乳動物	(n) 大廈,大樓	(n) 槭樹;楓樹	(n) 船舶;海運業;海軍陸戰隊隊員
mansion	(n) 大廈,大樓	(n) 槭樹;楓樹	(n) 船舶;海運業;海軍陸戰隊隊員	(n) 元帥;高級將官;典禮官
maple	(n) 槭樹;楓樹	(n) 船舶;海運業;海軍陸戰隊隊員	(n) 元帥;高級將官;典禮官	(n) 令人驚奇的事物(或人物)
marine	(n) 船舶;海運業;海軍陸戰隊隊員	(n) 元帥;高級將官;典禮官	(n) 令人驚奇的事物(或人物)	(n) 男性;陽性;陽性詞
marshal	(n) 元帥;高級將官;典禮官	(n) 令人驚奇的事物(或人物)	(n) 男性;陽性;陽性詞	(n) 糊狀物;混合飼料
marvel	(n) 令人驚奇的事物(或人物)	(n) 男性;陽性;陽性詞	(n) 糊狀物;混合飼料	(n) 按摩(術);推拿
masculine	(n) 男性;陽性;陽性詞	(n) 糊狀物;混合飼料	(n) 按摩(術);推拿	(n) 傑作,名作
mash	(n) 糊狀物;混合飼料	(n) 按摩(術);推拿	(n) 傑作,名作	(n) 蛋黃醬;美乃滋
massage	(n) 按摩(術);推拿	(n) 傑作,名作	(n) 蛋黃醬;美乃滋	(n) 其時,其間
masterpiece	(n) 傑作,名作	(n) 蛋黃醬;美乃滋	(n) 其時,其間	(n) 力學;機械學;技術;技巧
mayonnaise	(n) 蛋黃醬;美乃滋	(n) 其時,其間	(n) 力學;機械學;技術;技巧	(n) 恐嚇;具有危害性的人(或物)
meantime	(n) 其時,其間	(n) 力學;機械學;技術;技巧	(n) 恐嚇;具有危害性的人(或物)	(n) 美人魚
mechanics	(n) 力學;機械學;技術;技巧	(n) 恐嚇;具有危害性的人(或物)	(n) 美人魚	(n) 當中;中間
menace	(n) 恐嚇;具有危害性的人(或物)	(n) 美人魚	(n) 當中;中間	(n) 移民;候鳥
mermaid	(n) 美人魚	(n) 當中;中間	(n) 移民;候鳥	(n) 總英里數;(每單位燃料的)行駛哩數
midst	(n) 當中;中間	(n) 移民;候鳥	(n) 總英里數;(每單位燃料的)行駛哩數	(n) 里程碑;劃時代的事件
migrant	(n) 移民;候鳥	(n) 總英里數;(每單位燃料的)行駛哩數	(n) 里程碑;劃時代的事件	(n) 薄荷;薄荷糖;造幣廠
mileage	(n) 總英里數;(每單位燃料的)行駛哩數	(n) 里程碑;劃時代的事件	(n) 薄荷;薄荷糖;造幣廠	(n) 吝嗇鬼;守財奴
milestone	(n) 里程碑;劃時代的事件	(n) 薄荷;薄荷糖;造幣廠	(n) 吝嗇鬼;守財奴	(n) 女主人,主婦
mint	(n) 薄荷;薄荷糖;造幣廠	(n) 吝嗇鬼;守財奴	(n) 女主人,主婦	(n) 呻吟聲;嗚咽聲;悲歎
miser	(n) 吝嗇鬼;守財奴	(n) 女主人,主婦	(n) 呻吟聲;嗚咽聲;悲歎	(n) 嘲弄;笑柄;仿製品;模擬考
mistress	(n) 女主人,主婦	(n) 呻吟聲;嗚咽聲;悲歎	(n) 嘲弄;笑柄;仿製品;模擬考	(n) 方式;型;模式
moan	(n) 呻吟聲;嗚咽聲;悲歎	(n) 嘲弄;笑柄;仿製品;模擬考	(n) 方式;型;模式	(n) 分子;微小顆粒
mock	(n) 嘲弄;笑柄;仿製品;模擬考	(n) 方式;型;模式	(n) 分子;微小顆粒	(n) 君主
mode	(n) 方式;型;模式	(n) 分子;微小顆粒	(n) 君主	(n) 人;凡人
molecule	(n) 分子;微小顆粒	(n) 君主	(n) 人;凡人	(n) 苔蘚;泥炭沼澤
monarch	(n) 君主	(n) 人;凡人	(n) 苔蘚;泥炭沼澤	(n) 母性;(總稱)母親們
mortal	(n) 人;凡人	(n) 苔蘚;泥炭沼澤	(n) 母性;(總稱)母親們	(n) 動機;主旨
moss	(n) 苔蘚;泥炭沼澤	(n) 母性;(總稱)母親們	(n) 動機;主旨	(n) 土墩;墳堆;小丘;投手的踏板
motherhood	(n) 母性;(總稱)母親們	(n) 動機;主旨	(n) 土墩;墳堆;小丘;投手的踏板	(n) 騎;可乘騎的東西;底座;山丘
motive	(n) 動機;主旨	(n) 土墩;墳堆;小丘;投手的踏板	(n) 騎;可乘騎的東西;底座;山丘	(n) 割草機;收割機
mound	(n) 土墩;墳堆;小丘;投手的踏板	(n) 騎;可乘騎的東西;底座;山丘	(n) 割草機;收割機	(n) 含糊的話;咕噥
mount	(n) 騎;可乘騎的東西;底座;山丘	(n) 割草機;收割機	(n) 含糊的話;咕噥	(n) 沈思;冥想
mower	(n) 割草機;收割機	(n) 含糊的話;咕噥	(n) 沈思;冥想	(n) 咕噥;抱怨
mumble	(n) 含糊的話;咕噥	(n) 沈思;冥想	(n) 咕噥;抱怨	(n) 羊肉
muse	(n) 沈思;冥想	(n) 咕噥;抱怨	(n) 羊肉	(n) 神話;虛構的人(或事物)
mutter	(n) 咕噥;抱怨	(n) 羊肉	(n) 神話;虛構的人(或事物)	(n) 好嘮叨的人
mutton	(n) 羊肉	(n) 神話;虛構的人(或事物)	(n) 好嘮叨的人	(n) 新聞廣播
myth	(n) 神話;虛構的人(或事物)	(n) 好嘮叨的人	(n) 新聞廣播	(n) 細咬;啃;少量
nag	(n) 好嘮叨的人	(n) 新聞廣播	(n) 細咬;啃;少量	(n) 鎳;五分鎳幣
newscast	(n) 新聞廣播	(n) 細咬;啃;少量	(n) 鎳;五分鎳幣	(n) 夜鶯
nibble	(n) 細咬;啃;少量	(n) 鎳;五分鎳幣	(n) 夜鶯	(n) 鼻孔
nickel	(n) 鎳;五分鎳幣	(n) 夜鶯	(n) 鼻孔	(n) 名人;顯要人物
nightingale	(n) 夜鶯	(n) 鼻孔	(n) 名人;顯要人物	(n) 概念;想法;打算
nostril	(n) 鼻孔	(n) 名人;顯要人物	(n) 概念;想法;打算	(n) 新手;初學者
notable	(n) 名人;顯要人物	(n) 概念;想法;打算	(n) 新手;初學者	(n) (原子)核;細胞核;核心
notion	(n) 概念;想法;打算	(n) 新手;初學者	(n) (原子)核;細胞核;核心	(n) 裸體畫像;裸體
novice	(n) 新手;初學者	(n) (原子)核;細胞核;核心	(n) 裸體畫像;裸體	(n) 槳;櫓;划手
nucleus	(n) (原子)核;細胞核;核心	(n) 裸體畫像;裸體	(n) 槳;櫓;划手	(n) (沙漠中)的綠洲
nude	(n) 裸體畫像;裸體	(n) 槳;櫓;划手	(n) (沙漠中)的綠洲	(n) 誓言;宣誓
oar	(n) 槳;櫓;划手	(n) (沙漠中)的綠洲	(n) 誓言;宣誓	(n) 燕麥片;燕麥粥
oasis	(n) (沙漠中)的綠洲	(n) 誓言;宣誓	(n) 燕麥片;燕麥粥	(n) 橢圓形
oath	(n) 誓言;宣誓	(n) 燕麥片;燕麥粥	(n) 橢圓形	(n) 觀察員;奉行者
oatmeal	(n) 燕麥片;燕麥粥	(n) 橢圓形	(n) 觀察員;奉行者	(n) 發生;出現;事件
oblong	(n) 橢圓形	(n) 觀察員;奉行者	(n) 發生;出現;事件	(n) 章魚
observer	(n) 觀察員;奉行者	(n) 發生;出現;事件	(n) 章魚	(n) 機會;可能性;投注賠率;不和
occurrence	(n) 發生;出現;事件	(n) 章魚	(n) 機會;可能性;投注賠率;不和	(n) 氣味
octopus	(n) 章魚	(n) 機會;可能性;投注賠率;不和	(n) 氣味	(n) 對手;敵手,反對者
odds	(n) 機會;可能性;投注賠率;不和	(n) 氣味	(n) 對手;敵手,反對者	(n) 樂觀;樂觀主義
odor	(n) 氣味	(n) 對手;敵手,反對者	(n) 樂觀;樂觀主義	(n) 果樹園;果樹林
opponent	(n) 對手;敵手,反對者	(n) 樂觀;樂觀主義	(n) 果樹園;果樹林	(n) 組織者;萬用記事本
optimism	(n) 樂觀;樂觀主義	(n) 果樹園;果樹林	(n) 組織者;萬用記事本	(n) 亞洲國家(尤指東亞)
orchard	(n) 果樹園;果樹林	(n) 組織者;萬用記事本	(n) 亞洲國家(尤指東亞)	(n) 東方人;亞洲人
organizer	(n) 組織者;萬用記事本	(n) 亞洲國家(尤指東亞)	(n) 東方人;亞洲人	(n) 裝飾品;裝飾
orient	(n) 亞洲國家(尤指東亞)	(n) 東方人;亞洲人	(n) 裝飾品;裝飾	(n) 孤兒院;孤兒身分
oriental	(n) 東方人;亞洲人	(n) 裝飾品;裝飾	(n) 孤兒院;孤兒身分	(n) 駝鳥;有駝鳥心理的人
ornament	(n) 裝飾品;裝飾	(n) 孤兒院;孤兒身分	(n) 駝鳥;有駝鳥心理的人	(n) 盎司,英兩
orphanage	(n) 孤兒院;孤兒身分	(n) 駝鳥;有駝鳥心理的人	(n) 盎司,英兩	(n) 出產;生產;產量
ostrich	(n) 駝鳥;有駝鳥心理的人	(n) 盎司,英兩	(n) 出產;生產;產量	(n) 外人;門外漢;局外人
ounce	(n) 盎司,英兩	(n) 出產;生產;產量	(n) 外人;門外漢;局外人	(n) (複數)郊外;郊區
output	(n) 出產;生產;產量	(n) 外人;門外漢;局外人	(n) (複數)郊外;郊區	(n) 工作褲;工作服;防護服
outsider	(n) 外人;門外漢;局外人	(n) (複數)郊外;郊區	(n) 工作褲;工作服;防護服	(n) 溢出;過剩;泛濫
outskirts	(n) (複數)郊外;郊區	(n) 工作褲;工作服;防護服	(n) 溢出;過剩;泛濫	(n) 過於繁重的工作;過勞
overall	(n) 工作褲;工作服;防護服	(n) 溢出;過剩;泛濫	(n) 過於繁重的工作;過勞	(n) 牡蠣;沈默寡言的人
overflow	(n) 溢出;過剩;泛濫	(n) 過於繁重的工作;過勞	(n) 牡蠣;沈默寡言的人	(n) 臭氧
overwork	(n) 過於繁重的工作;過勞	(n) 牡蠣;沈默寡言的人	(n) 臭氧	(n) (大寫) 太平洋
oyster	(n) 牡蠣;沈默寡言的人	(n) 臭氧	(n) (大寫) 太平洋	(n) 小包(裹);小捆;小袋
ozone	(n) 臭氧	(n) (大寫) 太平洋	(n) 小包(裹);小捆;小袋	(n) 槳;(桌球的)球拍
pacific	(n) (大寫) 太平洋	(n) 小包(裹);小捆;小袋	(n) 槳;(桌球的)球拍	(n) 窗玻璃片;窗格;嵌板
packet	(n) 小包(裹);小捆;小袋	(n) 槳;(桌球的)球拍	(n) 窗玻璃片;窗格;嵌板	(n) 自相矛盾的議論
paddle	(n) 槳;(桌球的)球拍	(n) 窗玻璃片;窗格;嵌板	(n) 自相矛盾的議論	(n) 平行線;平行面
pane	(n) 窗玻璃片;窗格;嵌板	(n) 自相矛盾的議論	(n) 平行線;平行面	(n) 客廳;接待室
paradox	(n) 自相矛盾的議論	(n) 平行線;平行面	(n) 客廳;接待室	(n) 關係者;參與者
parallel	(n) 平行線;平行面	(n) 客廳;接待室	(n) 關係者;參與者	(n) 微粒;顆粒
parlor	(n) 客廳;接待室	(n) 關係者;參與者	(n) 微粒;顆粒	(n) 消遣;娛樂
participant	(n) 關係者;參與者	(n) 微粒;顆粒	(n) 消遣;娛樂	(n) 酥皮點心
particle	(n) 微粒;顆粒	(n) 消遣;娛樂	(n) 酥皮點心	(n) 補釘;補片;貼片
pastime	(n) 消遣;娛樂	(n) 酥皮點心	(n) 補釘;補片;貼片	(n) 專利;專利權
pastry	(n) 酥皮點心	(n) 補釘;補片;貼片	(n) 專利;專利權	(n) 愛國者
patch	(n) 補釘;補片;貼片	(n) 專利;專利權	(n) 愛國者	(n) 巡邏;巡邏兵
patent	(n) 專利;專利權	(n) 愛國者	(n) 巡邏;巡邏兵	(n) 贊助者;主顧(尤指老顧客)
patriot	(n) 愛國者	(n) 巡邏;巡邏兵	(n) 贊助者;主顧(尤指老顧客)	(n) 孔雀;愛炫耀的人
patrol	(n) 巡邏;巡邏兵	(n) 贊助者;主顧(尤指老顧客)	(n) 孔雀;愛炫耀的人	(n) 農夫
patron	(n) 贊助者;主顧(尤指老顧客)	(n) 孔雀;愛炫耀的人	(n) 農夫	(n) 啄;啄痕;輕吻
peacock	(n) 孔雀;愛炫耀的人	(n) 農夫	(n) 啄;啄痕;輕吻	(n) 小販
peasant	(n) 農夫	(n) 啄;啄痕;輕吻	(n) 小販	(n) 偷偷看;一瞥
peck	(n) 啄;啄痕;輕吻	(n) 小販	(n) 偷偷看;一瞥	(n) 栓;樁;(曬衣用)衣夾;(木製)假腿
peddler	(n) 小販	(n) 偷偷看;一瞥	(n) 栓;樁;(曬衣用)衣夾;(木製)假腿	(n) (鳥類的)棲息處
peek	(n) 偷偷看;一瞥	(n) 栓;樁;(曬衣用)衣夾;(木製)假腿	(n) (鳥類的)棲息處	(n) 演出者;演奏者;表演者
peg	(n) 栓;樁;(曬衣用)衣夾;(木製)假腿	(n) (鳥類的)棲息處	(n) 演出者;演奏者;表演者	(n) (嚴重的)危險;危險的事物
perch	(n) (鳥類的)棲息處	(n) 演出者;演奏者;表演者	(n) (嚴重的)危險;危險的事物	(n) (總稱)人員;員工;人事部門
performer	(n) 演出者;演奏者;表演者	(n) (嚴重的)危險;危險的事物	(n) (總稱)人員;員工;人事部門	(n) 悲觀;悲觀主義
peril	(n) (嚴重的)危險;危險的事物	(n) (總稱)人員;員工;人事部門	(n) 悲觀;悲觀主義	(n) 碼頭;防波堤
personnel	(n) (總稱)人員;員工;人事部門	(n) 悲觀;悲觀主義	(n) 碼頭;防波堤	(n) 香客,朝聖者
pessimism	(n) 悲觀;悲觀主義	(n) 碼頭;防波堤	(n) 香客,朝聖者	(n) 柱子;棟樑
pier	(n) 碼頭;防波堤	(n) 香客,朝聖者	(n) 柱子;棟樑	(n) 丘疹;面皰
pilgrim	(n) 香客,朝聖者	(n) 柱子;棟樑	(n) 丘疹;面皰	(n) 擰;夾;(一)撮
pillar	(n) 柱子;棟樑	(n) 丘疹;面皰	(n) 擰;夾;(一)撮	(n) 小便
pimple	(n) 丘疹;面皰	(n) 擰;夾;(一)撮	(n) 小便	(n) 手槍
pinch	(n) 擰;夾;(一)撮	(n) 小便	(n) 手槍	(n) 瘟疫;天災;禍患
piss	(n) 小便	(n) 手槍	(n) 瘟疫;天災;禍患	(n) 大農園;造林地
pistol	(n) 手槍	(n) 瘟疫;天災;禍患	(n) 大農園;造林地	(n) 劇作家
plague	(n) 瘟疫;天災;禍患	(n) 大農園;造林地	(n) 劇作家	(n) 請求;懇求
plantation	(n) 大農園;造林地	(n) 劇作家	(n) 請求;懇求	(n) 保證;誓言;抵押
playwright	(n) 劇作家	(n) 請求;懇求	(n) 保證;誓言;抵押	(n) 犁;除雪機
plea	(n) 請求;懇求	(n) 保證;誓言;抵押	(n) 犁;除雪機	(n) (一)拉;(一)扯
pledge	(n) 保證;誓言;抵押	(n) 犁;除雪機	(n) (一)拉;(一)扯	(n) 跳入;衝進;猛跌
plow	(n) 犁;除雪機	(n) (一)拉;(一)扯	(n) 跳入;衝進;猛跌	(n) 錢包;皮夾子;袖珍本
pluck	(n) (一)拉;(一)扯	(n) 跳入;衝進;猛跌	(n) 錢包;皮夾子;袖珍本	(n) 戳;捅;撥弄;慢性子的人
plunge	(n) 跳入;衝進;猛跌	(n) 錢包;皮夾子;袖珍本	(n) 戳;捅;撥弄;慢性子的人	(n) 門廊;入口處;走廊
pocketbook	(n) 錢包;皮夾子;袖珍本	(n) 戳;捅;撥弄;慢性子的人	(n) 門廊;入口處;走廊	(n) 可能性;潛力,潛能
poke	(n) 戳;捅;撥弄;慢性子的人	(n) 門廊;入口處;走廊	(n) 可能性;潛力,潛能	(n) 家禽
porch	(n) 門廊;入口處;走廊	(n) 可能性;潛力,潛能	(n) 家禽	(n) 大草原
potential	(n) 可能性;潛力,潛能	(n) 家禽	(n) 大草原	(n) 謹慎;預防措施
poultry	(n) 家禽	(n) 大草原	(n) 謹慎;預防措施	(n) 偏愛;優先(權)
prairie	(n) 大草原	(n) 謹慎;預防措施	(n) 偏愛;優先(權)	(n) 預習;預告片
precaution	(n) 謹慎;預防措施	(n) 偏愛;優先(權)	(n) 預習;預告片	(n) 被捕食的動物;犧牲者
preference	(n) 偏愛;優先(權)	(n) 預習;預告片	(n) 被捕食的動物;犧牲者	(n) 刺;扎;刺傷;悔恨
preview	(n) 預習;預告片	(n) 被捕食的動物;犧牲者	(n) 刺;扎;刺傷;悔恨	(n) 修道院院長或副院長
prey	(n) 被捕食的動物;犧牲者	(n) 刺;扎;刺傷;悔恨	(n) 修道院院長或副院長	(n) 在先;重點;優先權
prick	(n) 刺;扎;刺傷;悔恨	(n) 修道院院長或副院長	(n) 在先;重點;優先權	(n) 一(長)列;一(長)排;隊伍
prior	(n) 修道院院長或副院長	(n) 在先;重點;優先權	(n) 一(長)列;一(長)排;隊伍	(n) 側影;輪廓;人物簡介
priority	(n) 在先;重點;優先權	(n) 一(長)列;一(長)排;隊伍	(n) 側影;輪廓;人物簡介	(n) 支柱;支撐物;後盾;道具
procession	(n) 一(長)列;一(長)排;隊伍	(n) 側影;輪廓;人物簡介	(n) 支柱;支撐物;後盾;道具	(n) 先知
profile	(n) 側影;輪廓;人物簡介	(n) 支柱;支撐物;後盾;道具	(n) 先知	(n) 比例;比率
prop	(n) 支柱;支撐物;後盾;道具	(n) 先知	(n) 比例;比率	(n) 預期;前途;盼望的事物
