5659	等級	字行	詞性	韓文	中文	韓文片語	中文解釋	字源	拼寫	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	初級	ㅍ	名詞	파티	派對	[파티]를 열다	舉辦「派對」		V		樂	娛樂				樂_娛樂	樂_娛樂_		手臂	方便	平安
	中級	ㅍ	名詞	판단	判斷	상황 [판단]	狀況「判斷」		V		人	思想				人_思想	人_思想_	判断 	銷售	賣方	法官
	中級	ㅍ	名詞	판매	銷售	[판매] 가격	「銷售」價格		V		育	工作	交易			育_工作	育_工作_交易	販売 	賣方	法官	手肘
	中級	ㅍ	名詞	판매자	賣方	[판매자]:구매자	賣方		V		育	工作	交易			育_工作	育_工作_交易	販売者 	法官	手肘	時尚
	中級	ㅍ	名詞	판사	法官	[판사]	法官	判事	V		人	職業				人_職業	人_職業_	判事 	手肘	時尚	快餐
	初級	ㅍ	名詞	팔	手臂	[팔]	手臂		V		人	身體				人_身體	人_身體_	腕 	方便	平安	寫信
	基本	ㅍ	數詞/冠形詞	팔	八	[팔]	八	八	V		基本	數字	純數	漢字數字	10	基本_數字	基本_數字_純數	腕 	方便	平安	寫信
	中級	ㅍ	名詞	팔꿈치	手肘	[팔꿈치]를 펴다	「手肘」彎		V		人	身體				人_身體	人_身體_	ひじ 	時尚	快餐	呼
	初級	ㅍ	動詞	팔다	賣	책을 [팔다]	「賣」書		V		育	工作	交易			育_工作	育_工作_交易	売る 	慢慢地	翻	舖
	中級	ㅍ		팔다-팔리다	賣-被賣				V	#N/A	文法	狀態與轉折	詞性改變	被動		文法_狀態與轉折	文法_狀態與轉折_詞性改變				
	初級	ㅍ	動詞	팔리다	賣	물건이 [팔리다]	「賣」東西		V		育	工作	交易			育_工作	育_工作_交易		翻	舖	鬆開
	基本	ㅍ	數詞/冠形詞	팔십	八十	[팔십]	八十	八十	V		基本	數字	純數	漢字數字	19	基本_數字	基本_數字_純數		一	一兩個	這小孩（그 아이) 的略語
	基本	ㅍ	名詞	팔월	八月	[팔월]	八月		V		基本	時間	月			基本_時間	基本_時間_月	8月 	便利商店	派對	手臂
	高級	ㅍ		팥빙수	紅豆刨冰					#N/A	食	食物	點心			食_食物	食_食物_點心				
	中級	ㅍ	名詞	패션	時尚	[패션] 잡지	「時尚」雜誌		V		衣	服飾				衣_服飾	衣_服飾_	パッション 	快餐	呼	內褲
	中級	ㅍ	名詞	패스트푸드	快餐	[패스트푸드]를 먹다	吃「快餐」		V		食	用餐				食_用餐	食_用餐_	ファストフード fast food 	呼	內褲	頁
	中級	ㅍ	名詞	팬	呼	영화 [팬]	電影「迷」		V		樂	娛樂				樂_娛樂	樂_娛樂_	ファン（Fan） 	內褲	頁	偏見
	中級	ㅍ	名詞	팬티	內褲	[팬티]를 입다	穿「內褲」		V		衣	服飾				衣_服飾	衣_服飾_	パンツ、パンティ 	頁	偏見	偏食
	中級	ㅍ	依存名詞	퍼센트	百分比	백[퍼센트]	「百分之」百	percent	V		基本	數字	量詞	一般量詞	9	基本_數字	基本_數字_量詞	パーセント 、「%」 	頁	偏見	偏食
	中級	ㅍ	動詞	퍼지다	散開	점점 [퍼지다]	漸漸「散開」		V		樣態	變化	分合			樣態_變化	樣態_變化_分合		出版	寬敞	翻開
	中級	ㅍ	副詞	퍽	很	[퍽] 어렵다	「很」害怕		V		樣態	比較	機率			樣態_比較	樣態_比較_機率		安逸	但	一起
	中級	ㅍ	名詞	페이지	頁	[페이지]를 넘기다	翻「頁」		V		育	教學				育_教學	育_教學_		偏見	偏食	方便
	中級	ㅍ	動詞	펴내다	出版	책을 [펴내다]	「出版」圖書		V		育	情報				育_情報	育_情報_		寬敞	翻開	盛
	初級	ㅍ	動詞	펴다	翻	책을 [펴다]	「翻」書		V		人	動作	手指			人_動作	人_動作_手指		舖	鬆開	開花
	初級	ㅍ	動詞	펴다	舖	방바닥에 이불을 [펴다].  	在房间地板上铺「被子」		V		住	清掃				住_清掃	住_清掃_		舖	鬆開	開花
	中級	ㅍ	依存名詞	편	邊	저쪽 [편]	那「邊」		V		基本	地方	方位			基本_地方	基本_地方_方位		便	新	初
	中級	ㅍ	名詞	편견	偏見	[편견]을 가지다	有「偏見」		V		人	思想				人_思想	人_思想_		偏食	方便	評價
	初級	ㅍ	名詞	편리	方便	고객의 [편리]	顧客的「方便」	便利	V		國家	法律	規定			國家_法律	國家_法律_規定		平安	寫信	平常
	中級	ㅍ	名詞	편식	偏食	[편식]이 심하다	「偏食」嚴重		V		食	用餐				食_用餐	食_用餐_	偏食 	方便	評價	評估
	初級	ㅍ	名詞	편안	平安	[편안]을 바라다	祈求「平安」		V		人	感覺				人_感覺	人_感覺_		寫信	平常	平日
	中級	ㅍ	名詞	편의	方便	[편의]를 봐주다	給予「方便」		V		住	支出	購物			住_支出	住_支出_購物		評價	評估	平均
	基本	ㅍ	名詞	편의점	便利商店	[편의점]에서 사다	在「便利商店」買		V		行	街道	商店			行_街道	行_街道_商店	コンビニ 	派對	手臂	方便
	初級	ㅍ	名詞	편지	寫信	[편지]를 쓰다	寫「信」		V		樂	人際				樂_人際	樂_人際_	手紙 	平常	平日	葡萄
	初級	ㅍ	形容詞	편찮다	不舒服	할아버지께서 [편찮다]	爺爺「不舒服」		V		人	身體	感覺			人_身體	人_身體_感覺		舒坦	綠的	普通的
	初級	ㅍ	形容詞	편하다	舒坦	마음이 [편하다]	心裡「舒坦」		V		人	評價				人_評價	人_評價_	楽だ 	綠的	普通的	平和
	高級			편하다 <> 풀편하다	方便<>不方便					#N/A	樣態	機能	#N/A								
	中級	ㅍ	副詞	편히	安逸	[편히] 살다	「安逸地」住		V		樣態	比較	緩急			樣態_比較	樣態_比較_緩急		但	一起	總是
	中級	ㅍ	動詞	펼쳐지다	寬敞	길이 [펼쳐지다]	道路「寬敞」		V		人	動作	身體			人_動作	人_動作_身體		翻開	盛	鬆
	中級	ㅍ	動詞	펼치다	翻開	책을 [펼치다]	「翻開」書		V		人	動作	手			人_動作	人_動作_手		盛	鬆	被解開
	中級	ㅍ	名詞	평	評價	[평]이 좋다	「評價」好		V		人	評價				人_評價	人_評價_	～坪 	評估	平均	平等
	中級	ㅍ	名詞	평가	評估	[평가]를 받다	接受「評估」		V		育	工作				育_工作	育_工作_	評価 	平均	平等	平常
	中級	ㅍ	名詞	평균	平均	[평균]을 구하다	求「平均」		V		育	工作				育_工作	育_工作_		平等	平常	平生
	中級	ㅍ	名詞	평등	平等	[평등]을 보장하다	「平等」保障		V		國家	行政				國家_行政	國家_行政_		平常	平生	和平
	中級	ㅍ	形容詞	평범하다	普通的	외모가 [평범하다]	外貌「普通」		V		人	評價				人_評價	人_評價_	平凡だ 	平和	柔軟	寬的
	中級	ㅍ	名詞	평상시	平常	[평상시]와 같다	和「平常」一樣	平常時	V		樣態	比較				樣態_比較	樣態_比較_		平生	和平	廢除
	中級	ㅍ	名詞	평생	平生	[평생]을 보내다	過「平生」		V		人	生老病死				人_生老病死	人_生老病死_		和平	廢除	放棄
	初級	ㅍ	名詞	평소	平常	[평소]와 같다	和「平常」一樣	平素	V		樣態	比較				樣態_比較	樣態_比較_	普段、日頃 	平日	葡萄	包裝
	初級	ㅍ	名詞	평일	平日	[평일]:주말	平日	平日	V		樣態	比較				樣態_比較	樣態_比較_	平日 	葡萄	包裝	票
	中級	ㅍ	名詞	평화	和平	[평화]를 지키다	守「和平」		V		國家	世界	戰爭			國家_世界	國家_世界_戰爭	 	廢除	放棄	葡萄酒
	中級	ㅍ	形容詞	평화롭다	平和	마을이 [평화롭다]	心情「平和」		V		人	感覺				人_感覺	人_感覺_		柔軟	寬的	豐富
	高級	ㅍ		폐막식	閉幕式						樂	娛樂	招募比賽			樂_娛樂	樂_娛樂_招募比賽	閉会式 			
	中級	ㅍ	名詞	폐지	廢除	제도의 [폐지]	廢除「制度」		V		國家	法律				國家_法律	國家_法律_		放棄	葡萄酒	包裝紙
	中級	ㅍ	形容詞	포근하다	柔軟	잠자리가 [포근하다]	床舖「很柔軟」		V		人	身體	感覺			人_身體	人_身體_感覺		寬的	豐富	雪白的
	中級	ㅍ	名詞	포기	放棄	중도 [포기]	中途「放棄」		V		育	工作	起始			育_工作	育_工作_起始	野菜や草の株 	葡萄酒	包裝紙	叉子
	初級	ㅍ	名詞	포도	葡萄	[포도]	葡萄		V		食	食物	水果			食_食物	食_食物_水果	ぶどう 	包裝	票	風景
	中級	ㅍ	名詞	포도주	葡萄酒	[포도주]를 마시다	喝「葡萄酒」		V		食	食物	飲料			食_食物	食_食物_飲料	ワイン、葡萄酒 	包裝紙	叉子	包含
	初級	ㅍ	名詞	포장	包裝	선물 [포장]	禮品「包裝」		V		樂	人際				樂_人際	樂_人際_	包装 	票	風景	平底鍋
	中級	ㅍ	名詞	포장지	包裝紙	[포장지]로 싸다	用「包裝紙」包		V		樂	人際				樂_人際	樂_人際_		叉子	包含	暴力
	中級	ㅍ	名詞	포크	叉子	[포크]로 찍다	用「叉子」叉		V		住	用品				住_用品	住_用品_	フォーク 	包含	暴力	爆炸
	中級	ㅍ	名詞	포함	包含	세금 [포함]	「含」稅		V		住	支出	購物			住_支出	住_支出_購物		暴力	爆炸	暴雪
	中級	ㅍ	形容詞	폭넓다	寬的	범위가 [폭넓다]	範圍「廣」		V		樣態	份量	大小			樣態_份量	樣態_份量_大小		豐富	雪白的	空閒
	中級	ㅍ	名詞	폭력	暴力	[폭력]을 쓰다	使用「暴力」		V		國家	法律	犯罪			國家_法律	國家_法律_犯罪	暴力 	爆炸	暴雪	傾盆大雨
	中級	ㅍ	名詞	폭발	爆炸	감정 [폭발]	感情「爆發」		V		人	感覺				人_感覺	人_感覺_		暴雪	傾盆大雨	瀑布
	中級	ㅍ	名詞	폭설	暴雪	[폭설]이 내리다	暴雪		V		自然	天氣				自然_天氣	自然_天氣_	爆雪、豪雪 	傾盆大雨	瀑布	圖表
	中級	ㅍ	名詞	폭우	傾盆大雨	[폭우]가 내리다	傾盆大雨		V		自然	天氣				自然_天氣	自然_天氣_		瀑布	圖表	表面
	中級	ㅍ	名詞	폭포	瀑布	[폭포]를 구경하다	觀賞「瀑布」		V		自然	天地				自然_天地	自然_天地_	滝 	圖表	表面	標記
	初級	ㅍ	名詞	표	票	[표]를 끊다	買「票」		V		行	方法	工具			行_方法	行_方法_工具	表 	風景	平底鍋	法國
	中級	ㅍ	名詞	표	圖表	[표]로 나타내다 	用「表格」表示		V		育	教學				育_教學	育_教學_	表 	風景	平底鍋	法國
	中級	ㅍ	名詞	표면	表面	[표면]이 거칠다	「表面」粗糙		V		基本	形式				基本_形式	基本_形式_	表面 	標記	表情開朗	標準
	中級	ㅍ	名詞	표시	標記	가격 [표시]	價格「標記」		V		住	支出	購物			住_支出	住_支出_購物		表情開朗	標準	標準語
	中級	ㅍ	名詞	표정	表情開朗	[표정]이 밝다	「表情」開朗		V		人	感覺				人_感覺	人_感覺_		標準	標準語	書皮
	中級	ㅍ	名詞	표준	標準	[표준] 시간	「標準」時間		V		國家	法律	規定			國家_法律	國家_法律_規定		標準語	書皮	標誌
	中級	ㅍ	名詞	표준어	標準語	[표준어]를 사용하다	使用「標準語言」	標準語	V		育	教學	課程			育_教學	育_教學_課程	標準語 	書皮	標誌	表達
	中級	ㅍ	名詞	표지	書皮	[표지]를 싸다	包「書皮」		V		育	教學				育_教學	育_教學_	標識 	標誌	表達	膠水
	中級	ㅍ	名詞	표지판	標誌	[표지판]을 세우다	安裝「標誌板」		V		行	街道				行_街道	行_街道_		表達	膠水	草
	中級	ㅍ	名詞	표현	表達	[표현]을 쓰다	使用「表現」		V		育	教學				育_教學	育_教學_		膠水	草	幅度
	中級	ㅍ	動詞	푸다	盛	밥을 [푸다]	「盛」飯		V		食	料理	方法			食_料理	食_料理_方法		鬆	被解開	抱
	初級	ㅍ	形容詞	푸르다	綠的	나무가 [푸르다]	樹是「綠的」		V		基本	顏色				基本_顏色	基本_顏色_		普通的	平和	柔軟
	初級	ㅍ	副詞	푹	熟睡	[푹] 자다	「熟」睡		V		住	起居				住_起居	住_起居_		很	安逸	但
新視4_1_01_1	高級	ㅍ		푹 빠지게 됐다	迷上了						人	個性	自我介紹			人_個性	人_個性_自我介紹				
	中級	ㅍ	名詞	풀	膠水	[풀]로 붙이다	用「膠水」黏		V		住	用品	文具			住_用品	住_用品_文具	草 	草	幅度	質量
	中級	ㅍ	名詞	풀	草	[풀]이 자라다	長「草」		V		自然	植物				自然_植物	自然_植物_	草 	草	幅度	質量
	初級	ㅍ	動詞	풀다	鬆開	나사를 [풀다]	「鬆開」螺絲		V		育	工作	進行			育_工作	育_工作_進行		開花	（花朵）盛開	挖
	中級	ㅍ	動詞	풀리다	鬆	나사가 [풀리다]	螺絲「鬆」		V		樣態	變化				樣態_變化	樣態_變化_		被解開	抱	發出
	中級	ㅍ	動詞	풀어지다	被解開	끈이 [풀어지다]	繩子「被解開」		V		樣態	變化				樣態_變化	樣態_變化_		抱	發出	逃避
	中級	ㅍ	名詞	품	幅度	[품]이 넉넉하다	「幅度」寛		V		人	身體				人_身體	人_身體_	胸 	質量	氣球	風速
	中級	ㅍ	動詞	품다	抱	아기를 [품다]	「抱」孩子		V		人	思想				人_思想	人_思想_		發出	逃避	做
	中級	ㅍ	名詞	품질	質量	[품질]이 뛰어나다	「質量」傑出		V		育	工作	交易			育_工作	育_工作_交易	品質 	氣球	風速	風俗
	初級	ㅍ	名詞	풍경	風景	[풍경]을 보다	看「風景」		V		樂	娛樂	旅遊			樂_娛樂	樂_娛樂_旅遊	風景 	平底鍋	法國	計劃
	中級	ㅍ	動詞	풍기다	發出	냄새를 [풍기다]	「發出」臭味		V		樣態	變化				樣態_變化	樣態_變化_		逃避	做	分開
	中級	ㅍ	形容詞	풍부하다	豐富	감정이 [풍부하다]	感情「豐富」		V		樣態	份量	大小			樣態_份量	樣態_份量_大小		雪白的	空閒	華麗
	中級	ㅍ	名詞	풍선	氣球	[풍선]을 띄우다	「氣球」漂起		V		樂	娛樂				樂_娛樂	樂_娛樂_	風船 	風速	風俗	職業
	中級	ㅍ	名詞	풍속	風速	세시 [풍속]	歲時「風俗」		V		樂	人際				樂_人際	樂_人際_	風速 	風俗	職業	印表機
	中級	ㅍ	名詞	풍습	風俗	[풍습]을 지키다	遵守「習俗」		V		國家	名稱	特色			國家_名稱	國家_名稱_特色	風習 	職業	印表機	塑料
	初級	ㅍ	名詞	프라이팬	平底鍋	[프라이팬]에 볶다	在「平底鍋」炒		V		食	料理	器具			食_料理	食_料理_器具	フライパン 	法國	計劃	血
	初級	ㅍ	名詞	프랑스	法國	[프랑스]:나라	法國		V		國家	名稱	國名			國家_名稱	國家_名稱_國名	フランス 	計劃	血	疲勞
	中級	ㅍ	名詞	프로	職業	[프로] 야구	「職業」棒球		V		育	工作				育_工作	育_工作_	%、パーセントの略 procent 	印表機	塑料	疲勞
	初級	ㅍ	名詞	프로그램	計劃	교육 [프로그램]	培訓「計劃」		V		育	工作	規劃			育_工作	育_工作_規劃	番組 	血	疲勞	鋼琴
	中級	ㅍ	名詞	프린터	印表機	[프린터]를 연결하다	連接「印表機」		V		育	教學				育_教學	育_教學_	プリンター 	塑料	疲勞	皮膚
	中級	ㅍ	名詞	플라스틱	塑料	플라스틱 [플라스틱]	塑料「容器」		V		住	用品				住_用品	住_用品_		疲勞	皮膚	皮膚病
	初級	ㅍ	名詞	피	血	[피]를 흘리다	流「血」		V		人	身體				人_身體	人_身體_	血 	疲勞	鋼琴	披薩
	初級	ㅍ	名詞	피곤	疲勞	[피곤]에 지치다	疲勞		V		人	感覺				人_感覺	人_感覺_	疲れ 	鋼琴	披薩	需要
	初級	ㅍ	動詞	피다	開花	꽃이 [피다]	「開」花		V		自然	植物				自然_植物	自然_植物_		（花朵）盛開	挖	散開
	中級	ㅍ	名詞	피로	疲勞	[피로]를 느끼다	感到「疲勞」		V		人	感覺				人_感覺	人_感覺_	疲労 	皮膚	皮膚病	避暑
	中級	ㅍ	名詞	피부	皮膚	[피부]가 부드럽다	「皮膚」柔軟		V		人	身體				人_身體	人_身體_	皮膚 	皮膚病	避暑	傷害
	中級	ㅍ	名詞	피부병	皮膚病	[피부병]을 앓다	得「皮膚病」		V		人	健康				人_健康	人_健康_	皮膚病 	避暑	傷害	受害者
	中級	ㅍ	名詞	피서	避暑	[피서]를 즐기다	享受「避暑」		V		樂	娛樂	旅遊			樂_娛樂	樂_娛樂_旅遊	避暑 	傷害	受害者	做筆記
	初級	ㅍ	名詞	피아노	鋼琴	[피아노]를 치다	彈「鋼琴」		V		樂	娛樂				樂_娛樂	樂_娛樂_	ピアノ 	披薩	需要	鉛筆盒
	初級	ㅍ	動詞	피우다	（花朵）盛開	꽃을 [피우다]	花「盛開」		V		自然	植物				自然_植物	自然_植物_		挖	散開	出版
	初級	ㅍ	名詞	피자	披薩	[피자]를 주문하다	訂「披薩」		V		食	食物	正餐			食_食物	食_食物_正餐	ピザ 	需要	鉛筆盒	蔥
	中級	ㅍ	動詞	피하다	逃避	책임을 [피하다]	「逃避」責任		V		行	移動				行_移動	行_移動_		做	分開	生氣
	中級	ㅍ	名詞	피해	傷害	[피해]를 입다	蒙受「損失」		V		自然	天氣	災害			自然_天氣	自然_天氣_災害	被害 	受害者	做筆記	必要的
	中級	ㅍ	名詞	피해자	受害者	사고 [피해자]	事故「受害者」		V		國家	法律				國家_法律	國家_法律_	被害者 	做筆記	必要的	必要性
	中級	ㅍ	名詞	필기	做筆記	[필기]	做筆記		V		育	教學				育_教學	育_教學_	筆記 	必要的	必要性	錄音
	中級	ㅍ	名詞	필수	必要的	[필수] 조건	「必要的」條件		V		樣態	比較	緩急			樣態_比較	樣態_比較_緩急		過失	不需	藉口
	中級	ㅍ	冠形詞·名詞	필수적	基本的	[필수적] 과정	「必要的」過程		V		樣態	比較	緩急			樣態_比較	樣態_比較_緩急		韓國的	合理的	現代的
	中級	ㅍ	名詞	필수품	必要性	[필수품]을 장만하다	儲備「必需品」		V		住	用品				住_用品	住_用品_		一定	藉口	白色
	初級	ㅍ	名詞	필요	需要	[필요]를 충족하다	滿足「需要」		V		住	支出	購物			住_支出	住_支出_購物		鉛筆盒	蔥	破壞
	中級	ㅍ	名詞	필요성	必要性	[필요성]을 느끼다	感到「必要性」		V		樣態	比較	緩急			樣態_比較	樣態_比較_緩急		藉口	白色	飯店
新視4_1_02_1	高級	ㅍ		필요하다	需要	그는 급히 돈이 [필요]해서 은행에서 대출을 받았다.	急「需」用錢	必要			住	支出	購物			住_支出	住_支出_購物				
	初級	ㅍ	名詞	필통	鉛筆盒	[필통]에 넣다	放到「鉛筆盒」		V		住	用品	文具			住_用品	住_用品_文具	筆箱 	蔥	破壞	海浪
	中級	ㅍ	名詞	핑계	藉口	[핑계]가 없어지다	「藉口」消失了		V		樂	娛樂	人際闗係			樂_娛樂	樂_娛樂_人際闗係		白色	飯店	星期二
